model_name,patch_size,sharp_threshold,blur_threshold,PCA_components,sample_percentage,epochs,batch_base,seed,learning_rate,use_weighted_sampler,sampler_weight_power,loss_weight_power,device,amp,batch,worker,lmdb_time,loss_e1,loss_e2,loss_e3,loss_e4,loss_e5,loss_e6,loss_e7,loss_e8,loss_e9,loss_e10,loss_e11,loss_e12,loss_e13,loss_e14,loss_e15,loss_e16,loss_e17,loss_e18,loss_e19,loss_e20,loss_e21,loss_e22,loss_e23,loss_e24,loss_e25,loss_e26,loss_e27,loss_e28,loss_e29,loss_e30,train_time,accuracy,accuracy_support,class0_precision,class0_recall,class0_f1,class0_support,class1_precision,class1_recall,class1_f1,class1_support,macro_p,macro_r,macro_f1,macro_support,weighted_precision,weighted_recall,weighted_f1,weighted_support,cm_tn,cm_fp,cm_fn,cm_tp,cm_size,cm_r0_c0,cm_r0_c1,cm_r1_c0,cm_r1_c1
CNN,32,0.75,0.75,0.995,100,30,128,42,0.001,True,1.0,1.0,mps,False,128,5,117.81,238.4079,125.7914,109.6477,98.2664,88.4663,87.0353,79.6922,75.5464,74.8053,73.2619,70.5426,69.6568,68.8174,66.3448,67.2638,66.454,64.5266,65.0702,63.5126,63.6453,61.9289,63.3538,61.0406,61.3373,60.4911,60.1269,59.9278,59.9096,58.2901,58.5727,699.11,0.97,136070,0.96,1.0,0.98,121405,1.0,0.69,0.82,14665,0.98,0.85,0.9,136070,0.97,0.97,0.96,136070,121373,32,4509,10156,2,121373,32,4509,10156
