model_name,patch_size,sharp_threshold,blur_threshold,PCA_components,sample_percentage,epochs,batch_base,seed,learning_rate,use_weighted_sampler,sampler_weight_power,loss_weight_power,device,amp,batch,worker,lmdb_time,loss_e1,loss_e2,loss_e3,loss_e4,loss_e5,loss_e6,loss_e7,loss_e8,loss_e9,loss_e10,loss_e11,loss_e12,loss_e13,loss_e14,loss_e15,loss_e16,loss_e17,loss_e18,loss_e19,loss_e20,loss_e21,loss_e22,loss_e23,loss_e24,loss_e25,loss_e26,loss_e27,loss_e28,loss_e29,loss_e30,train_time,accuracy,accuracy_support,class0_precision,class0_recall,class0_f1,class0_support,class1_precision,class1_recall,class1_f1,class1_support,class2_precision,class2_recall,class2_f1,class2_support,macro_p,macro_r,macro_f1,macro_support,weighted_precision,weighted_recall,weighted_f1,weighted_support,cm_size,cm_r0_c0,cm_r0_c1,cm_r0_c2,cm_r1_c0,cm_r1_c1,cm_r1_c2,cm_r2_c0,cm_r2_c1,cm_r2_c2
CNN,32,0.75,0.4,0.995,100,30,128,42,0.001,True,1.0,1.0,mps,False,128,5,156.75,839.9953,503.3094,442.1075,411.43,390.3488,370.1965,360.5951,347.5649,335.4124,333.0988,326.4327,322.6076,317.1328,313.5808,314.4694,306.0144,305.8393,302.082,302.2058,302.3013,299.212,290.5531,293.9024,291.1222,289.8952,291.158,287.6552,288.848,286.1955,289.6884,687.65,0.87,136070,0.84,1.0,0.91,65830,1.0,0.69,0.82,14665,0.9,0.77,0.83,55575,0.91,0.82,0.85,136070,0.88,0.87,0.87,136070,3,65755,0,75,2,10102,4561,12698,9,42868
